representation,wear_mae_mean,wear_nmae_range_mean,wear_r2_mean,wear_r2_min_fold,wear_r2_max_fold,fold_r2_range,sharedness_ratio_mean,trajectory_cosine_mean,domain_silhouette_cosine_mean
dae12,22.077297717699366,0.1318020493190146,0.2306084783350338,-0.6041367518321505,0.7710136549278817,1.3751504067600322,8.304901575308174,0.8304864129362416,0.10395608108717506
pca95,22.732126582005595,0.1335120623452192,0.19425111581416613,-0.8349677290232342,0.7787053013207308,1.613673030343965,8.143187707327344,0.8707704593336882,0.1185694043139115
