representation,heldout_cutter,wear_mae,wear_nmae_range,wear_r2,wear_r2_seed_std,d_state_cosine,d_domain_cosine,sharedness_ratio,trajectory_cosine_mean,domain_silhouette_cosine
dae12,C1,14.44126999382583,0.11504339871966433,0.5249485319093703,0.19996284614264417,0.6860926450824788,0.1360582650636209,5.133519475088211,0.836272090050658,0.11758263502661928
dae12,C4,13.280741023643353,0.07425137964135042,0.7710136549278817,0.024455403078422117,0.6850597277202223,0.13506335635446612,5.256622043853216,0.8273810608269325,0.11790420316685288
dae12,C6,38.50988213562892,0.20611136959602905,-0.6041367518321505,0.6501680995629999,0.6888466791472846,0.04924444708527078,14.524563206983094,0.8278060879311344,0.07638140506805303
pca95,C1,12.399603421696167,0.0987788830911536,0.6390157751450019,,1.6969846260628756,0.2733263284342959,6.208639452253134,0.8432789211469652,0.126496848396869
pca95,C4,13.083658175031708,0.07314950788682933,0.7787053013207308,,1.70934056038951,0.2633742087676638,6.490159261915121,0.8586170396951349,0.11067326857220434
pca95,C6,42.71311814928892,0.22860779605767464,-0.8349677290232342,,1.7119473410553745,0.14593655464628785,11.730764407813776,0.9104154171589647,0.1185380959726611
