representation,wear_mae_mean,wear_nmae_range_mean,wear_r2_mean,wear_r2_min_fold,wear_r2_max_fold,fold_r2_range,mean_fold_seed_std
ordered_composition,29.242024832831486,0.17587936641592583,0.08300309902785867,-0.13042976769439224,0.2841071929226014,0.41453696061699363,0.5568834871373627
shuffled_composition,29.383880810207796,0.1769713615889922,0.10457459665462937,-0.06290646252968819,0.29224547276222523,0.3551519352919134,0.4333625061385942
