representation,wear_mae_mean,wear_nmae_range_mean,wear_r2_mean,wear_r2_min_fold,wear_r2_max_fold,fold_r2_range,sharedness_ratio_mean,trajectory_cosine_mean,domain_silhouette_cosine_mean
pca95,22.732126582005595,0.1335120623452192,0.19425111581416585,-0.8349677290232347,0.7787053013207309,1.6136730303439655,8.14318770732734,0.8707704593336882,0.11856940431391148
vicreg12,16.90716567024352,0.10286415041260595,0.5848492088655716,0.4159377459811619,0.7324520774550537,0.3165143314738918,68.4491771023065,0.6282221638494069,0.06690699929992357
