representation,heldout_cutter,wear_mae,wear_nmae_range,wear_r2,wear_r2_seed_std,sharedness_ratio,trajectory_cosine_mean,domain_silhouette_cosine
pca95,C1,12.39960342169617,0.09877888309115362,0.6390157751450014,,6.208639452253129,0.8432789211469651,0.12649684839686895
pca95,C4,13.083658175031704,0.07314950788682932,0.7787053013207309,,6.490159261915126,0.8586170396951353,0.11067326857220432
pca95,C6,42.71311814928892,0.22860779605767464,-0.8349677290232347,,11.730764407813764,0.9104154171589643,0.11853809597266117
vicreg12,C1,12.906356222970146,0.10281582475862425,0.6061578031604989,0.07331251892407425,2.6304206326210604,0.5499410589536031,0.10779692381620407
vicreg12,C4,14.172976822626023,0.07923978645704868,0.7324520774550537,0.0313609753269491,2.591685484925672,0.5385941356420517,0.10194030851125717
vicreg12,C6,23.642163965134394,0.12653684002214496,0.4159377459811619,0.20615974417706645,200.1254251893728,0.7961312969525655,-0.009016234427690506
