heldout_cutter,representation,n_train,n_test,wear_mae,wear_nmae_range,wear_r2,n_components,d_state_cosine,d_domain_cosine,sharedness_ratio,trajectory_cosine_mean,domain_silhouette_cosine,explained_variance
C1,raw,630,315,21.41327079718591,0.170584405060361,-0.2539713843644227,48,0.1470955375530675,0.003570837501624285,41.1935680200972,0.9917036160088254,-0.04445586773047278,
C1,standardized,630,315,21.648167127663946,0.17245565822691244,-0.3153571475353274,48,1.6317161868466918,0.597097578831339,2.7327462791552652,0.811172743252866,0.13690470610213834,
C1,pca95,630,315,12.487046970732417,0.0994754840882648,0.6344834050129853,10,1.6545993931350023,0.5792778280390785,2.856314039729699,0.833041565346917,0.126496848396869,0.9583112496190691
C4,raw,630,315,16.520056518629634,0.09236208928986658,0.7202456532848641,48,0.1470955375530675,0.003570837501624285,41.1935680200972,0.9917036160088254,-0.04445586773047278,
C4,standardized,630,315,16.503306675880612,0.09226844248727654,0.7204799908766684,48,1.628249523294864,0.5718000702981061,2.8475853849460595,0.839556737661202,0.13815179420263057,
C4,pca95,630,315,13.07817399475361,0.07311884634835643,0.7789146380792986,10,1.6605750936555062,0.5522494600735072,3.006929320368133,0.850358836262754,0.11067326857220437,0.9512976044964678
C6,raw,630,315,31.370204456621245,0.16789861319984792,-0.16056577062504696,48,0.1470955375530675,0.003570837501624285,41.1935680200972,0.9917036160088254,-0.04445586773047278,
C6,standardized,630,315,31.408600884879096,0.16810411734519817,-0.15707906665325622,48,1.5839611445756472,0.6123509997708837,2.586688264027842,0.8401648087632941,0.15032820783732184,
C6,pca95,630,315,43.22432811034439,0.23134387779516818,-0.876078818153335,11,1.663000247492756,0.5547400181569333,2.997801119549489,0.8972707552834955,0.1185380959726611,0.9573162805847688
